date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:56:55	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2023%20Jul%202022%2010:56:57%20GMT	https://www.okaybears.com/robots.txt		(from )
11:56:55	28193/28193	---M-Z	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2010:56:57%20GMT	https://www.okaybears.com/	C:/Users/HP%20PROBOOK%20640%20G2/Desktop/okaybears/www.okaybears.com/index.html	(from )
11:56:56	199589/199589	---M-Z	200	added ('OK')	text/css	etag:%2276acca7bf8305c913ae79392c6616d4f%22	https://assets-global.website-files.com/622eead55797fc2865c24818/css/okay-bears-1e9c94.7f14f5704.css	C:/Users/HP%20PROBOOK%20640%20G2/Desktop/okaybears/assets-global.website-files.com/622eead55797fc2865c24818/css/okay-bears-1e9c94.7f14f5704.css	(from https://www.okaybears.com/)
11:56:57	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	C:/Users/HP%20PROBOOK%20640%20G2/Desktop/okaybears/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://www.okaybears.com/)
11:56:57	2324/2324	---M--	200	added ('OK')	image/jpeg	etag:%22da6dccef9561178c5902e3d1d6ce7845%22	https://assets-global.website-files.com/622eead55797fc2865c24818/622f418aeea7ffa63876cf41_Favicon.jpg	C:/Users/HP%20PROBOOK%20640%20G2/Desktop/okaybears/assets-global.website-files.com/622eead55797fc2865c24818/622f418aeea7ffa63876cf41_Favicon.jpg	(from https://www.okaybears.com/)
11:56:57	22195/22195	---M--	200	added ('OK')	image/jpeg	etag:%22c0415c839dd2957c6e7ea446d8af26dd%22	https://assets-global.website-files.com/622eead55797fc2865c24818/622f418c951a8e4c6958e594_Webclip.jpg	C:/Users/HP%20PROBOOK%20640%20G2/Desktop/okaybears/assets-global.website-files.com/622eead55797fc2865c24818/622f418c951a8e4c6958e594_Webclip.jpg	(from https://www.okaybears.com/)
11:56:58	13425/13425	---M--	200	added ('OK')	image/png	etag:%2223742f2a0a6dae1ef1187d956d0d1b76%22	https://assets-global.website-files.com/621f2ae39342fe5b34cc196f/622063039e289f27bc601f67_OKB-Logo.png	C:/Users/HP%20PROBOOK%20640%20G2/Desktop/okaybears/assets-global.website-files.com/621f2ae39342fe5b34cc196f/622063039e289f27bc601f67_OKB-Logo.png	(from https://www.okaybears.com/)
11:56:58	21378/21378	---M-Z	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2010:57:00%20GMT	https://www.okaybears.com/bears	C:/Users/HP%20PROBOOK%20640%20G2/Desktop/okaybears/www.okaybears.com/bears.html	(from https://www.okaybears.com/)
11:56:59	45237/45237	---M-Z	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2010:57:01%20GMT	https://www.okaybears.com/park	C:/Users/HP%20PROBOOK%20640%20G2/Desktop/okaybears/www.okaybears.com/park.html	(from https://www.okaybears.com/)
11:56:59	20660/20660	---M-Z	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2010:57:01%20GMT	https://www.okaybears.com/manifesto	C:/Users/HP%20PROBOOK%20640%20G2/Desktop/okaybears/www.okaybears.com/manifesto.html	(from https://www.okaybears.com/)
